ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Year,Popularity
4hH69Z2SGvKr702d2guLIt,0.609,0.753,6,-5.39,0,0.38,0.11,0.0,0.14,0.8220000000000001,186.61,206889,4,2016,41.0
624i4hnLpZlRRKyZgFcMb5,0.435,0.966,5,-0.748,1,0.102,0.0025399999999999997,0.6779999999999999,0.6970000000000001,0.0712,171.9,228859,4,2019,22.0
3UbeHBs0iikFjpZNiFvTom,0.355,0.823,2,-9.479,0,0.0581,0.0511,0.871,0.12,0.0797,136.005,298647,4,2018,18.0
7E6e5lZPJ5BgahnsJanAsP,0.575,0.589,7,-4.9430000000000005,1,0.0601,0.136,0.0,0.0903,0.376,173.96200000000002,236600,4,2001,48.0
7GNm0ZYsg5lDiWcvltZZsT,0.569,0.9840000000000001,6,-1.82,1,0.40299999999999997,0.00262,0.000337,0.639,0.40299999999999997,171.983,238605,4,2019,37.0
5FkThlcdNj73ES7OT15C86,0.52,0.909,10,-7.636,0,0.254,0.004,0.00556,0.317,0.23399999999999999,132.953,390227,4,2010,15.0
7JAzcUsBRYEIEJTqaV4WGF,0.354,0.982,10,-1.692,1,0.10099999999999999,0.0403,1.3000000000000001e-05,0.157,0.0698,151.984,233684,4,2018,18.0
379iLUtbe9RsHHxq5EXgQW,0.506,0.919,4,-7.162000000000001,0,0.0406,0.0116,0.721,0.285,0.267,140.037,212611,4,2020,3.0
0qJeyYAgv6UpvewUxRXAhb,0.8740000000000001,0.44299999999999995,5,-9.628,0,0.24100000000000002,0.147,0.0,0.124,0.298,118.00399999999999,235988,4,2020,35.0
3SL3GG9Bs7m1s9aqhjCeIa,0.884,0.807,9,-6.781000000000001,0,0.31,0.0607,0.00301,0.0949,0.35700000000000004,185.94400000000002,282667,4,1995,52.0
6KlohJHZAuPVKHWsVQDUJC,0.521,0.8220000000000001,9,-6.291,0,0.0482,0.0524,0.787,0.18100000000000002,0.142,150.048,331200,4,2012,29.0
0320Znq32w8HZjo8tMQjBI,0.8320000000000001,0.57,6,-10.369000000000002,1,0.299,0.743,0.00044100000000000004,0.129,0.7290000000000001,139.94799999999998,73759,4,2017,43.0
3HVWdVOQ0ZA45FuZGSfvns,0.7979999999999999,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.8420000000000001,203.912,219947,4,2019,80.0
2N9j1I0sUnjcgXoglHhrPx,0.452,0.7340000000000001,7,-11.616,1,0.0609,0.00017900000000000001,0.892,0.47200000000000003,0.0629,137.96,208207,4,2017,2.0
5UFRg78YQses7V23oueqc6,0.807,0.9079999999999999,1,-7.38,1,0.0927,0.0005809999999999999,0.914,0.0605,0.6409999999999999,125.993,370875,4,2019,6.0
6OcaaMjrfG1Mkd3qSKevTC,0.775,0.7390000000000001,7,-13.584000000000001,1,0.0649,0.0266,0.889,0.10800000000000001,0.158,134.013,320659,4,2019,2.0
2BwTTHpaBZ9DuARYrIccyh,0.285,0.32899999999999996,8,-12.212,1,0.0446,0.526,0.0205,0.158,0.14800000000000002,159.409,376061,3,2020,56.0
0sJit7dKiCcgkNfK4ts0D9,0.894,0.45899999999999996,1,-6.558,1,0.4,0.163,0.0,0.218,0.517,162.112,132187,4,2020,45.0
6m5WyA5fWUnoVLMQ6YgqDf,0.596,0.794,10,-5.565,1,0.0431,0.004370000000000001,0.000597,0.11599999999999999,0.344,140.915,140426,4,2017,32.0
0bUPotyedtDHBugIZyveMG,0.5770000000000001,0.84,11,-4.941,0,0.0428,0.00031,0.682,0.293,0.46299999999999997,141.009,245106,4,2020,24.0
5PX4uS1LqlWEPL69phPVQQ,0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,373627,4,2012,76.0
1IDQQo4AbWYgwbxESIn5xZ,0.731,0.813,6,-7.3660000000000005,0,0.065,0.00439,3.5e-06,0.26,0.49700000000000005,130.028,208920,4,2009,32.0
6tRFkzcnXn1xOCbrwBHOkc,0.713,0.879,8,-6.912999999999999,1,0.0421,0.000161,0.35,0.0555,0.48,125.988,233028,4,2018,23.0
4rq4QIheTUzK7WeW5ZBnMj,0.8009999999999999,0.961,9,-6.257000000000001,1,0.0406,8.18e-05,0.9109999999999999,0.0543,0.9620000000000001,125.0,376320,4,2018,17.0
6YD2xrb8QZniEDTtui3ZCd,0.899,0.742,8,-5.263,1,0.08199999999999999,0.00424,0.0257,0.161,0.527,145.989,107389,4,2019,37.0
5hs9t1kp6iQdiP6VTiJztS,0.605,0.871,11,-10.578,0,0.0481,0.0122,0.45399999999999996,0.249,0.583,121.007,431637,4,2014,34.0
7022xokeCJFSeZxw2npVkn,0.845,0.304,10,-16.441,1,0.195,0.371,0.0,0.11199999999999999,0.413,180.02,282667,4,2017,68.0
4IYyJyG4Q9yaYCb6fsuSqK,0.42,0.9840000000000001,7,-6.4239999999999995,1,0.0569,5.0900000000000004e-05,0.9440000000000001,0.382,0.447,140.032,204022,4,2013,19.0
3IB0MGTe6xTQn7HW8OLzag,0.725,0.547,0,-7.162000000000001,1,0.0372,0.0445,0.396,0.204,0.276,136.02100000000002,213577,4,2019,1.0
2aSMpkN4J6kzgGki14qqmx,0.684,0.855,1,-9.676,1,0.0501,0.177,0.861,0.0819,0.36,121.999,296066,4,2019,28.0
4XnjPTtMivM4TQc1Y167ao,0.685,0.713,10,-6.695,0,0.203,0.0989,0.0,0.262,0.691,151.97299999999998,205669,4,2016,40.0
61ETloLtIoQApPPdBaA7PU,0.596,0.938,11,-2.155,1,0.131,0.004070000000000001,0.0069700000000000005,0.132,0.552,150.058,188800,4,2018,23.0
764OUqC5YJuYJ9wazz9LtP,0.757,0.579,4,-9.174,0,0.0655,0.0877,0.0,0.10400000000000001,0.537,160.07,141854,4,2018,46.0
01LZckadFsTkhvrNCcVJfg,0.451,0.9390000000000001,2,-8.862,1,0.0705,0.0351,0.672,0.316,0.0694,193.808,121237,4,2016,4.0
0yKxMlao5Cj4Yrm03vVKst,0.59,0.8640000000000001,11,-5.939,1,0.0455,0.21600000000000003,0.166,0.11900000000000001,0.0873,135.025,208681,4,2019,8.0
2v970m12AKZkFSEno9TPzt,0.8540000000000001,0.68,11,-5.712999999999999,0,0.32899999999999996,0.0296,0.0,0.596,0.815,129.918,179592,4,2019,41.0
3d8QQbKHBjwP6HoCLuVYd5,0.8,0.8859999999999999,2,-5.787999999999999,1,0.0611,0.000267,0.6679999999999999,0.0777,0.379,127.00200000000001,362835,4,2019,25.0
0LzZvOGYgBxFBFq7UCCphY,0.6629999999999999,0.782,8,-8.193,1,0.0516,0.00106,0.831,0.15,0.0445,128.00799999999998,544153,4,2019,8.0
59PB0qzTwjxrSxVxknnuAP,0.715,0.685,8,-7.706,1,0.35600000000000004,0.0537,0.0,0.10099999999999999,0.617,169.81799999999998,192027,4,1994,24.0
1UJYdE9G0NNjJ6N3wzjoIQ,0.802,0.664,0,-8.031,1,0.0427,0.00028399999999999996,0.8759999999999999,0.073,0.41200000000000003,125.00399999999999,222720,4,2017,13.0
6vHSV7voDvLHU4kMmyd5zj,0.486,0.865,11,-7.999,0,0.047,0.00107,0.313,0.318,0.0975,134.002,188060,4,2018,13.0
5FuQfnCsAtpoD4D97QYDHs,0.528,0.981,5,-2.8739999999999997,0,0.179,0.0013,0.711,0.159,0.23600000000000002,150.063,268800,4,2018,12.0
3W3VPn73PGZlzawncoLuFq,0.381,0.997,1,-3.865,1,0.0519,2.6300000000000002e-05,0.895,0.263,0.0614,140.02100000000002,178286,4,2019,18.0
5FzuDFYmUFcvjraadJXv28,0.5660000000000001,0.9540000000000001,6,-4.678,1,0.0376,0.00411,0.0257,0.0943,0.887,125.96700000000001,155250,4,2019,57.0
54U0kh2xXLPoGT9WZrO5U4,0.364,0.92,5,-6.584,0,0.0687,0.007679999999999999,0.0738,0.37799999999999995,0.163,149.895,192812,4,2015,19.0
4ogSrjoXAU0z2GOnr0Z4PW,0.595,0.537,8,-8.427,1,0.0385,0.165,0.0181,0.0959,0.14800000000000002,109.98700000000001,155498,4,2017,46.0
6yImW5vfQJSvj04yBFsF9w,0.856,0.7290000000000001,7,-7.035,1,0.18,0.0564,0.0,0.14800000000000002,0.5479999999999999,124.95299999999999,145945,4,2020,37.0
5dTHtzHFPyi8TlTtzoz1J9,0.35600000000000004,0.96,4,-3.487,1,0.10400000000000001,0.0142,0.0,0.209,0.0857,125.921,204733,4,2004,74.0
67cpn8ZBO7QU67jky8Fh47,0.9490000000000001,0.425,5,-7.393,1,0.22399999999999998,0.0295,0.0,0.106,0.621,124.927,135023,4,2019,59.0
48cbRJBRDoGNJLozET9YGw,0.483,0.297,5,-16.015,0,0.0326,0.7120000000000001,0.937,0.10400000000000001,0.0357,134.997,213333,4,2018,35.0
450i5pA9x18RiXiK4WCvpS,0.698,0.867,5,-5.206,1,0.26899999999999996,0.24100000000000002,0.45,0.109,0.222,148.863,192980,4,2020,54.0
34th6A2OrWAwP8nmrdC1yx,0.735,0.848,7,-8.865,1,0.0478,9.22e-05,0.915,0.10400000000000001,0.039,130.0,344398,4,2017,20.0
4IPoUiHysPFywM2rYQNowb,0.601,0.728,1,-5.397,1,0.0514,0.00197,1.6800000000000002e-05,0.251,0.23199999999999998,160.0,90475,4,2020,50.0
4pmU8AtVu9qU40Xd9zjEfA,0.5379999999999999,0.889,7,-3.5860000000000003,1,0.0596,0.00704,0.0,0.312,0.696,133.04399999999998,169027,4,2005,61.0
09kvhnq2ONdNo4NRtHBSvv,0.78,0.748,11,-7.394,0,0.0352,0.00448,0.000591,0.115,0.0659,125.97399999999999,167680,4,2015,2.0
0y2G3m2gXpte9JoC0EQzHv,0.62,0.96,7,-5.263999999999999,1,0.06,0.00014,0.813,0.11199999999999999,0.21,140.011,454286,4,2018,28.0
2hZyxTSocGSH3jm2f5bTED,0.501,0.18899999999999997,2,-11.54,1,0.0374,0.9670000000000001,0.000828,0.0717,0.381,124.189,242587,4,2013,37.0
2m9oMX34OOMKxxkWhyRd1b,0.366,0.9329999999999999,8,-3.826,0,0.0982,0.0221,0.0019399999999999999,0.17600000000000002,0.324,173.99400000000003,240733,4,2017,38.0
7jM2ZiHSqn81wLygEJKpr5,0.7559999999999999,0.946,2,-3.215,1,0.259,0.0464,0.0,0.106,0.536,179.09799999999998,125047,4,2020,37.0
7aUyoBq5hL3qbLgM1KE2ro,0.705,0.787,3,-7.193,0,0.249,0.311,0.0,0.369,0.812,194.222,170722,4,2015,38.0
3GSUY1Vigkx8qiU7UD5WSt,0.5,0.941,6,-6.472,0,0.0436,0.0008380000000000001,0.905,0.627,0.39399999999999996,145.009,486621,4,2019,12.0
7LSeWqAHZ1Ajzp855HBRcS,0.6409999999999999,0.948,6,-5.776,1,0.040999999999999995,1.6899999999999997e-05,0.843,0.33299999999999996,0.0668,147.005,425915,4,2012,1.0
20ZYayjgPNyQ9rGQ30rCX7,0.823,0.65,2,-9.798,1,0.35100000000000003,0.23,0.0,0.14300000000000002,0.501,144.995,128520,4,2019,44.0
7HXiOQR7NS1Md4GbFnAQSC,0.547,0.8290000000000001,7,-7.196000000000001,0,0.0363,0.00337,0.0012900000000000001,0.316,0.0955,135.96,205930,4,2016,12.0
7D8FObvhT4xSWUDfq6tUIa,0.506,0.833,8,-5.167000000000001,0,0.135,0.00589,0.0,0.244,0.19899999999999998,190.016,209684,4,2016,39.0
3oCJJksC12uFxkt3RQ7rbV,0.83,0.5770000000000001,4,-5.156000000000001,0,0.256,0.0178,8.149999999999999e-05,0.0436,0.63,185.946,179653,4,2018,9.0
1Ybma6nrDvFhn8zMokT7i4,0.32299999999999995,0.7170000000000001,0,-0.151,1,0.19699999999999998,0.00214,0.00988,0.32799999999999996,0.285,145.792,172800,4,2019,22.0
4tJuE3DkooytN4I05YzyTr,0.758,0.885,7,-6.102,1,0.0707,0.000357,0.0058,0.124,0.711,123.016,153171,4,2019,48.0
5EYFbQDpkmAEu4FOh8AlV9,0.511,0.94,2,-4.57,1,0.0757,0.00381,0.888,0.109,0.17800000000000002,150.017,224000,4,2019,34.0
7cgEdKhf95s7eDcbZp3QVs,0.518,0.847,4,-4.515,0,0.21899999999999997,0.0106,0.0,0.261,0.525,162.931,136564,4,2019,26.0
5IiAyglj5Uvs9Jrl4Q3TdP,0.778,0.419,0,-10.312999999999999,0,0.14800000000000002,0.0436,0.000123,0.132,0.16699999999999998,148.065,156085,5,2020,6.0
0TCXBtR33qJs3EQFEpsxSP,0.642,0.764,7,-4.891,1,0.316,0.0983,0.0,0.20600000000000002,0.833,192.054,245714,4,2010,38.0
7yLaYtQkVBkeaULSXJsENW,0.574,0.929,1,-6.984,0,0.0414,0.000131,0.66,0.10800000000000001,0.361,134.011,472882,4,2010,14.0
2zzL9EvoxczH0p1g0yNNv9,0.76,0.633,5,-3.938,0,0.081,0.0884,0.0,0.0937,0.703,135.89600000000002,301088,4,2017,26.0
1XDOGk0XzrBIZboUMvfRNr,0.645,0.698,0,-6.063,0,0.0543,0.557,0.0,0.111,0.259,120.04799999999999,240440,4,2016,60.0
7hvIWIBylFvUwb6X6gKjIY,0.504,0.902,6,-6.875,0,0.0376,0.00183,0.0279,0.10300000000000001,0.0945,137.18200000000002,420093,4,2007,14.0
6O7fPYTsb2mY0PiFt2ymDB,0.713,0.605,11,-7.487,1,0.107,0.49700000000000005,3.46e-06,0.115,0.43200000000000005,142.025,175756,4,2020,66.0
7KzNRNvOd2kbaRpOm9ENDE,0.336,0.851,7,-4.756,1,0.0505,0.0028399999999999996,0.0,0.222,0.48,177.956,238720,4,2004,49.0
0LWafarhmWwREJ0YaF7SZX,0.778,0.445,3,-11.047,0,0.22399999999999998,0.9309999999999999,0.0,0.13699999999999998,0.504,127.932,224833,4,2015,48.0
6BRw6KtOlJ91fq0rlTJOSo,0.38799999999999996,0.797,10,-5.667000000000001,1,0.0664,0.0997,0.537,0.0914,0.0587,174.176,273392,4,2018,32.0
4EYvuvqzUepdNaUlUZKVve,0.779,0.873,10,-3.766,0,0.0344,0.0196,9.9e-06,0.0999,0.9109999999999999,111.977,248571,4,2019,56.0
6XXFXFrVTICO6sxiYxpMtG,0.643,0.9420000000000001,6,-5.263999999999999,0,0.0484,7.58e-05,0.848,0.293,0.33899999999999997,144.99200000000002,433642,4,2019,4.0
6EeyszEXGuWraj124nTSWg,0.46,0.345,3,-11.982000000000001,0,0.0334,0.9390000000000001,0.9570000000000001,0.368,0.0386,116.101,136599,4,2015,32.0
0ndGm32sLAujvNOky9Qd3o,0.495,0.875,1,-8.318999999999999,1,0.0262,0.0023,0.927,0.306,0.39899999999999997,132.118,192727,4,2015,8.0
5f8DlWcHH5w9od0yggzs6X,0.461,0.945,1,-1.55,0,0.0422,0.0421,0.0,0.26,0.18899999999999997,149.988,175907,4,2019,2.0
7bQD7b1RInl6nJyaCIGrlG,0.7809999999999999,0.7809999999999999,10,-9.272,0,0.0424,0.0182,0.000162,0.0709,0.23,134.972,144505,5,2016,38.0
7M5Xljd3AYkhwC1DHo8JBs,0.529,0.95,9,-6.836,1,0.0737,0.000697,0.879,0.0872,0.374,136.996,355030,4,2017,1.0
4BggEwLhGfrbrl7JBhC8EC,0.736,0.8109999999999999,9,-4.17,0,0.081,0.00132,0.00014199999999999998,0.107,0.609,207.00400000000002,216733,4,1999,72.0
6V4KHt9xu4TPEnDFoBeacT,0.7340000000000001,0.7509999999999999,1,-7.26,1,0.285,0.0052899999999999996,0.0,0.183,0.56,161.997,159916,4,2018,68.0
4qiVbHlE4gdQHM79Hx4hPD,0.429,0.757,1,-2.912,1,0.0306,0.14,0.0,0.14400000000000002,0.5379999999999999,165.03400000000002,203240,4,2010,49.0
5N3fwS9Qy9Xejxx8gN5m4M,0.475,0.988,10,-4.2669999999999995,0,0.0611,3.5100000000000006e-05,0.528,0.534,0.43799999999999994,138.003,500089,4,2016,5.0
0L0pzbv2zV08tjRuavbXcw,0.462,0.8109999999999999,11,-11.124,0,0.0466,0.000925,0.141,0.16,0.0378,134.945,320036,4,2018,3.0
2hwOoMtWPtTSSn6WHV7Vp5,0.742,0.5529999999999999,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,169.862,209440,4,2020,76.0
0qhqVoOl9yaXqdNNmnCoIn,0.507,0.9420000000000001,5,-3.1310000000000002,0,0.24600000000000002,0.000665,0.496,0.261,0.366,149.874,259200,4,2019,29.0
6I6bRcmmiUfOtedb96MgmL,0.79,0.5770000000000001,2,-8.152000000000001,0,0.295,0.363,0.0,0.25,0.535,190.088,210354,4,2018,13.0
5hYEaLnayI7QbBV9vXyu5Y,0.508,0.602,1,-8.205,1,0.268,0.19699999999999998,0.0,0.289,0.39,193.688,236466,4,2012,34.0
4tBIgTqn2M2w0gBsA8Li8B,0.397,0.941,4,-5.2829999999999995,0,0.102,0.00848,0.105,0.529,0.0603,149.609,166450,4,2017,10.0
5DWoPJxISs9VMRCJBzujB6,0.535,0.877,3,-2.181,0,0.0465,0.033,0.000167,0.14400000000000002,0.115,150.02200000000002,241600,4,2019,58.0
2tokmrF6zUoO0hy8Ibo0NX,0.535,0.868,7,-4.527,1,0.0544,0.0171,0.11599999999999999,0.5820000000000001,0.16899999999999998,149.959,198400,4,2019,9.0
3KTwFxMV2gsFai0LUP7X1B,0.758,0.9640000000000001,11,-0.8140000000000001,0,0.195,0.00689,0.239,0.524,0.524,140.097,192007,4,2018,22.0
65txRRThypfHNrp1SkKjjV,0.7929999999999999,0.784,10,-7.142,1,0.0334,0.000752,0.892,0.107,0.614,122.98700000000001,375086,4,2017,18.0
5w9mFAyKFTXCui7ovy9Hb4,0.456,0.871,4,-4.4030000000000005,0,0.0355,0.00386,0.627,0.152,0.0824,149.955,236808,4,2016,11.0
67lnnsYIuwF3cFmweH0DgS,0.851,0.634,11,-8.672,0,0.196,0.26,0.882,0.0766,0.0399,135.017,162614,4,2018,58.0
1OONGmAd9fTgJqTODBPboi,0.715,0.9590000000000001,1,-7.943,0,0.042,4.88e-05,0.9179999999999999,0.127,0.0382,130.005,369793,4,2019,12.0
6Ec3AsL0VKMYhir5bPwN9Y,0.435,0.941,7,-6.391,0,0.222,0.0266,0.0879,0.153,0.0386,134.994,209778,4,2018,8.0
6gDXbcILAyBa2skSdbUYq7,0.327,0.295,4,-6.907,0,0.0313,0.775,0.0,0.107,0.14300000000000002,148.57399999999998,243373,4,2006,67.0
1b4oehAiKqRh5uDMNJfz60,0.5870000000000001,0.966,6,-2.8080000000000003,0,0.514,0.292,0.0,0.34700000000000003,0.7,171.02,254907,4,2003,54.0
62mmlWyMGHnZfpc4OmphNJ,0.455,0.8340000000000001,1,-3.408,0,0.0329,0.11599999999999999,0.000127,0.705,0.37,148.043,197838,4,2013,35.0
0jiYl7RZglVRvtOKvFXoNT,0.27699999999999997,0.862,1,-6.601,0,0.0426,0.0148,0.0278,0.632,0.253,127.97399999999999,417693,4,2015,10.0
0SoEduqVUvJHpshj3QE8K9,0.654,0.963,9,-5.364,0,0.0771,0.008,0.615,0.0417,0.684,149.989,232826,4,2011,13.0
5c9NpAu886lUGJlFApvjpF,0.5429999999999999,0.8240000000000001,7,-6.37,1,0.0445,0.00011100000000000001,0.804,0.473,0.0564,130.004,402679,4,2018,10.0
1FE0zLfhIIa8YQNykFvMn8,0.593,0.8959999999999999,11,-2.5180000000000002,0,0.0341,0.0192,0.772,0.1,0.10300000000000001,128.987,320000,4,2017,28.0
5Zxag6MRK1YCumP1XP3lZg,0.8140000000000001,0.741,1,-6.8629999999999995,1,0.43,0.0579,0.0,0.223,0.764,115.211,160869,4,2013,49.0
3QTVsXdmkaVpCCFNS9hBav,0.6409999999999999,0.703,8,-8.292,0,0.0326,0.0026100000000000003,0.0,0.111,0.442,149.944,118005,4,2019,51.0
0nKHRFSuc1RqtcJzZNQ4B1,0.768,0.976,3,-5.432,0,0.0669,0.00716,0.86,0.0891,0.515,126.369,410623,4,1994,17.0
4biAEbwgGbXj1dIJrIBBsk,0.7390000000000001,0.474,5,-12.787,1,0.365,0.0499,4.24e-05,0.35,0.433,164.856,114508,4,2019,38.0
3UTz8H17Iw6smJY9KfYiCG,0.66,0.42700000000000005,2,-8.752,1,0.0367,0.209,0.0237,0.10400000000000001,0.122,117.96600000000001,80904,4,2017,27.0
50DKBnjijGJ2d0WV5nqNTS,0.546,0.764,5,-4.641,1,0.053,0.0803,8.84e-06,0.0971,0.355,152.994,197100,4,2019,45.0
0mK7uChNhalLZi6F3vVGjT,0.614,0.9059999999999999,9,-5.405,0,0.0423,0.00558,0.775,0.11800000000000001,0.183,127.984,190250,4,2018,1.0
4CI8oGwp3ZT4ZB6RLOhDqN,0.598,0.866,3,-5.855,0,0.128,0.0816,0.20600000000000002,0.0652,0.462,149.94299999999998,338704,4,2012,13.0
4NjT1cvLpNTEUrLdRaAMPN,0.397,0.607,1,-8.899,1,0.0462,0.12,0.0696,0.11199999999999999,0.259,141.87,196562,4,2019,1.0
1TPXduMMe5vCJPKHYSJint,0.7979999999999999,0.5579999999999999,11,-7.562,0,0.0872,0.00158,0.8640000000000001,0.0868,0.262,127.99799999999999,345489,4,2018,8.0
3mDtiNJbHaaAyiLtfC9wDx,0.561,0.7829999999999999,6,-7.581,0,0.127,0.0129,0.589,0.304,0.12300000000000001,174.981,292371,4,2018,26.0
3ILz3cdmvhlCIQghOUfs3G,0.425,0.956,7,-4.841,1,0.165,0.006679999999999999,0.88,0.10800000000000001,0.0354,174.199,350335,4,2018,1.0
3OEnY5jdjIZcvl4zMG5DDj,0.741,0.782,2,-6.52,0,0.0282,0.6990000000000001,2.35e-06,0.222,0.32799999999999996,111.005,157855,4,2016,56.0
6M7q1xAbFVs5XXWIx8CuG2,0.449,0.888,5,-9.245,0,0.0457,0.000465,0.846,0.32,0.0359,135.032,215111,4,2010,24.0
3jNmig8j1tlvXWL37UQDMz,0.715,0.6890000000000001,1,-6.035,1,0.16899999999999998,0.747,0.0,0.11199999999999999,0.365,122.012,206649,4,2017,45.0
0lKz06k1SJmOXwxL2HhV2N,0.516,0.6559999999999999,10,-5.657,1,0.062,0.0167,0.9,0.305,0.0392,175.016,328004,4,2016,30.0
2l8w0zZVn4AZNuzrht7MRT,0.475,0.606,8,-6.646,1,0.0346,0.247,0.0,0.125,0.282,189.988,252534,4,2015,54.0
5HpJ1dnlsntYGmbWg7INCp,0.621,0.9670000000000001,5,-3.2230000000000003,0,0.302,0.00371,0.00137,0.22899999999999998,0.19899999999999998,144.89600000000002,202661,4,2016,18.0
5zjdL4aLh3D3wOKeRkZSL6,0.5770000000000001,0.6920000000000001,11,-5.96,1,0.64,0.37200000000000005,0.0596,0.0989,0.0658,144.702,122483,4,2017,54.0
3B0fHrsken2X6B4tAqD6IE,0.741,0.616,11,-12.113,0,0.0941,0.00441,0.0776,0.0837,0.644,123.97200000000001,208705,4,2017,4.0
7G4TQ6XtQSripEt2wKMqEm,0.424,0.946,9,-2.915,0,0.036000000000000004,0.00826,7.329999999999999e-05,0.326,0.133,150.014,244000,4,2013,7.0
4JPwvSItN1rpdj57OpOLjP,0.802,0.627,3,-10.103,1,0.10400000000000001,0.000174,0.904,0.0905,0.0545,126.001,491616,4,2018,6.0
3mqqB6R8ET3albeHsRmqZ4,0.7829999999999999,0.434,5,-8.096,1,0.0365,0.775,0.0,0.106,0.0758,114.84100000000001,133504,4,2018,38.0
0Wwzm80Zcb5RHLtKRQpzqt,0.8320000000000001,0.934,7,-3.622,1,0.124,0.00315,0.000677,0.265,0.613,140.03799999999998,246857,4,2017,36.0
4ZFqN4h0J6yuVBURvrvbII,0.462,0.882,11,-9.014,1,0.0393,0.00028700000000000004,0.8109999999999999,0.341,0.526,133.02100000000002,210053,4,2017,27.0
7mxqFjubcQ7GLbRWNTtfJL,0.647,0.778,5,-9.395,0,0.0792,0.17300000000000001,0.141,0.11800000000000001,0.321,174.058,292140,4,2018,9.0
47CqvCG3DhmMiTs02ZObvr,0.679,0.9590000000000001,4,-6.2,1,0.0413,0.00024900000000000004,0.885,0.17800000000000002,0.10800000000000001,133.995,294179,4,2019,1.0
205ump4LlNWSs0QT17FPX7,0.7659999999999999,0.466,10,-8.812999999999999,0,0.514,0.0608,0.0,0.258,0.273,160.037,140514,4,2017,18.0
6vXXY3GHT44ZJX8c4HN4Wu,0.748,0.768,7,-7.337999999999999,1,0.0365,0.0432,0.91,0.105,0.13699999999999998,125.999,361214,4,2017,33.0
6CIMbI7TXduyOMPz9amDHy,0.8029999999999999,0.39799999999999996,10,-12.636,0,0.0464,0.0715,0.9159999999999999,0.1,0.111,124.007,375044,4,2016,23.0
25MqP8IMiaiOJeB5pljjWY,0.5920000000000001,0.981,11,-3.7430000000000003,0,0.0926,0.486,0.674,0.305,0.359,149.87,144096,4,2016,8.0
1UREw2MCfU0xwBzCAjxlUD,0.384,0.9209999999999999,11,-3.3339999999999996,1,0.055,0.0948,0.0,0.168,0.47100000000000003,179.84400000000002,208186,4,2004,67.0
3aImJnJlAgcE7bJ1NxthGt,0.97,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.9620000000000001,107.17,206107,4,2003,64.0
37CtCA5uw7OPZ28rdNXTPQ,0.369,0.889,6,-11.568,0,0.0925,0.00019099999999999998,0.0834,0.324,0.0373,136.23,183140,4,2019,3.0
2V9CJi5dKPAq04bPKygxm8,0.648,0.8490000000000001,8,-5.735,1,0.0616,0.0573,0.794,0.128,0.301,138.017,525217,4,2018,32.0
79pxFgRWGQcwSo3AFxGJfx,0.722,0.8390000000000001,0,-7.398,1,0.0731,9.779999999999999e-05,0.87,0.09300000000000001,0.174,128.028,392812,4,2019,17.0
5mMxriCaSYyZopQDPYkyqT,0.8240000000000001,0.8859999999999999,7,-9.929,1,0.139,0.27399999999999997,0.0,0.0694,0.25,115.02,374760,4,1979,50.0
3aQV6E290SJvasp2VOgvBz,0.81,0.69,10,-7.841,0,0.27,0.0373,0.0,0.106,0.618,139.97,140369,4,2019,43.0
3nOMGGeQppHhfrkQ65VLVQ,0.7070000000000001,0.8809999999999999,10,-7.295,0,0.0525,0.00572,0.00151,0.353,0.8540000000000001,119.999,340268,4,2013,4.0
7aDomqTwn1j1EQWTBgbnFq,0.601,0.972,11,-1.36,1,0.135,0.00265,0.00017900000000000001,0.226,0.0704,149.998,208000,4,2018,20.0
69DUMRq8f2GBnpun9BZuOK,0.743,0.73,11,-5.78,0,0.0893,0.0381,0.109,0.0733,0.166,174.016,268830,4,2019,17.0
4h7qcXBtaOJnmrapxoWxGf,0.884,0.9359999999999999,1,-3.931,1,0.16699999999999998,0.20600000000000002,0.0,0.262,0.758,120.00399999999999,236501,4,2020,73.0
4t3bf3tBAOs8dLYvnF9p4O,0.537,0.9440000000000001,5,-4.668,0,0.0488,0.000859,0.631,0.20800000000000002,0.324,130.02700000000002,203221,4,2019,15.0
164uPGiUKnYHwJOHcgfy1e,0.40299999999999997,0.696,10,-5.956,0,0.23600000000000002,0.00114,0.265,0.0722,0.0696,179.998,272562,4,2016,56.0
4UABAWtzMYYYyFsEuANXTp,0.415,0.978,5,-4.065,0,0.0431,0.00164,0.282,0.0945,0.0983,139.899,267429,4,2017,15.0
4AycX3zgi9J2V1QTxaCdb0,0.6809999999999999,0.544,11,-17.609,0,0.0517,0.725,0.968,0.0803,0.0401,128.995,485051,4,2017,7.0
0RJ8gXy5hW5nhfZOeDMroi,0.64,0.853,1,-2.603,1,0.0448,0.000802,0.883,0.106,0.0766,174.0,253993,4,2019,12.0
1umoIL3ShVbbYdvtGZm8lY,0.507,0.72,9,-5.912999999999999,0,0.0401,0.425,0.113,0.10400000000000001,0.20800000000000002,150.12,195600,4,2017,1.0
